coder,response_uuid,child_hashed_id,child__age_rounded,child__gender,frame_id,visualShown,audioPlayed,event0_timestamp,parent_transcription,response_video_file,session_order,trial_num,trial_type,testtrial_type,stimulus_set,stimulus_subject,stimulus_verb,stimulus_object,stimulus_distractor,stimulus_targetutterance,stimulus_condition,informative_entities,uninformative_entities,response_exact_utterance,response_attempted_target,response_included_subject,response_included_verb,response_included_object,response_included_distractor,response_included_informative,response_included_uninformative,include_trial,exclusion_reason,trial_notes
sienna,5fc56067-4958-4a41-8b38-83396d0ecbcf,KBM5EL,420,f,4-train1-1,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_bunny.png,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/mp3/training_audio.mp3,2024-02-05T17:54:42.453Z,"ba,ba,ba",https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_3-startRecordingTrain1-1-multiframe_5fc56067-4958-4a41-8b38-83396d0ecbcf_1707155680379_694.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=IT62CzaPke795HjjjXUzGKItxHs%3D&Expires=1712773221,Order4,1,train_1,NA,train_bunny,bunny,NA,NA,NA,It is a bunny,NA,BUNNY,NA,BA x3,n,n,NA,NA,NA,n,n,y,,
sienna,5fc56067-4958-4a41-8b38-83396d0ecbcf,KBM5EL,420,f,8-train1-2,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_car_red.png,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/mp3/training_audio.mp3,2024-02-05T17:55:29.903Z,"t,t,da,happy",https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_7-startRecordingTrain1-2-multiframe_5fc56067-4958-4a41-8b38-83396d0ecbcf_1707155727696_940.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=EhwhDD2Zya%2FzfWdMeGKt9TMhvA0%3D&Expires=1712773266,Order4,2,train_2,NA,train_car,car,NA,NA,NA,It is a car,NA,CAR,NA,[points at screen],n,n,NA,NA,NA,n,n,y,,
sienna,5fc56067-4958-4a41-8b38-83396d0ecbcf,KBM5EL,420,f,12-actualTrial-1,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_bear_shoes_new.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/common_ground_bear_shoes_new.ogg,2024-02-05T17:56:17.317Z,nothing,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_11-startRecordingActualTrial-1-multiframe_5fc56067-4958-4a41-8b38-83396d0ecbcf_1707155775157_444.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=mSFrPiga9XKgc%2F4fwnZn6ZxxN1k%3D&Expires=1712773310,Order4,3,test_trial,commonground,cg_bear,bear,put-on,shoes,room,The bear put on the shoes,commonground,PUT-ON SHOES,BEAR ROOM,[NA],n,n,n,n,n,n,n,y,,
sienna,5fc56067-4958-4a41-8b38-83396d0ecbcf,KBM5EL,420,f,17-actualTrial-2,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_dog_cat_apple.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/agent_dog_cat_apple.ogg,2024-02-05T17:57:19.477Z,"da,ache,ache",https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_16-startRecordingActualTrial-2-multiframe_5fc56067-4958-4a41-8b38-83396d0ecbcf_1707155837332_377.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=iaQKxPCnusa1yrviXcpxp6UA4Bc%3D&Expires=1712773350,Order4,4,test_trial,agentpatient,ap_eat,dog,eat,apple,cat,The dog ate the apple,agent_ambig,DOG EAT,CAT APPLE,[NA],n,n,n,n,n,n,n,y,,said DOGGY during video
sienna,5fc56067-4958-4a41-8b38-83396d0ecbcf,KBM5EL,420,f,22-actualTrial-3,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_bird_juice_milk.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/patient_bird_juice_milk.ogg,2024-02-05T17:58:28.053Z,the bi,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_21-startRecordingActualTrial-3-multiframe_5fc56067-4958-4a41-8b38-83396d0ecbcf_1707155905950_45.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=%2FL6JF9Kv62fc%2F%2FXr3arQ%2BSTzvfc%3D&Expires=1712773394,Order4,5,test_trial,agentpatient,ap_drink,bird,drink,juice,milk,The bird drank the juice,patient_ambig,DRINK JUICE,BIRD MILK,[NA],n,n,n,n,n,n,n,y,,
sienna,5fc56067-4958-4a41-8b38-83396d0ecbcf,KBM5EL,420,f,27-actualTrial-4,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_duck_ball_new.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/common_ground_duck_ball_new.ogg,2024-02-05T17:59:50.115Z,"baba,da",https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_26-startRecordingActualTrial-4-multiframe_5fc56067-4958-4a41-8b38-83396d0ecbcf_1707155988032_528.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=SYEg1UnUVeYvLAZI0aCLhxYtlYk%3D&Expires=1712773437,Order4,6,test_trial,commonground,cg_duck,duck,bounce,ball,lake,The ball bounced by the lake,commonground,BALL BOUNCE,DUCK LAKE,unintelligible,n,n,n,n,n,n,n,y,,
sienna,5fc56067-4958-4a41-8b38-83396d0ecbcf,KBM5EL,420,f,32-actualTrial-5,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_cat_banana_apple.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/patient_cat_banana_apple.ogg,2024-02-05T18:00:55.658Z,"happy birthday, haha",https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_31-startRecordingActualTrial-5-multiframe_5fc56067-4958-4a41-8b38-83396d0ecbcf_1707156053524_603.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=uyMHc2hwrRIyM6Aq3EjQ%2Bkyzua8%3D&Expires=1712773475,Order4,7,test_trial,agentpatient,ap_eat,cat,eat,banana,apple,The cat ate the banana,patient_ambig,EAT BANANA,CAT APPLE,unintelligiible,n,n,n,n,n,n,n,y,,
sienna,5fc56067-4958-4a41-8b38-83396d0ecbcf,KBM5EL,420,f,37-actualTrial-6,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_baby_bird_milk.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/agent_baby_bird_milk.ogg,2024-02-05T18:02:20.106Z,nothing,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_36-startRecordingActualTrial-6-multiframe_5fc56067-4958-4a41-8b38-83396d0ecbcf_1707156137982_750.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=l%2BzHJfq1gN7PnV0eFqQvlBhK69Y%3D&Expires=1712773524,Order4,8,test_trial,agentpatient,ap_drink,baby,drink,milk,bird,The baby drank the milk,agent_ambig,BABY DRINK,BIRD MILK,[NA],n,n,n,n,n,n,n,y,,
sienna,3b442f4e-4c81-43fc-ab60-f9b7be4f83ef,UMMJGB,630,f,4-train1-1,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_bunny.png,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/mp3/training_audio.mp3,2024-02-06T16:59:45.744Z,nothing,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_3-startRecordingTrain1-1-multiframe_3b442f4e-4c81-43fc-ab60-f9b7be4f83ef_1707238782974_857.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=sR59k8xS84qyUkXJmIfjoQCBgbQ%3D&Expires=1712774543,Order4,1,train_1,NA,train_bunny,bunny,NA,NA,NA,It is a bunny,NA,BUNNY,NA,[points at screen],n,n,NA,NA,NA,n,n,y,,
sienna,3b442f4e-4c81-43fc-ab60-f9b7be4f83ef,UMMJGB,630,f,8-train1-2,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_car_red.png,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/mp3/training_audio.mp3,2024-02-06T17:01:27.699Z,nothing,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_7-startRecordingTrain1-2-multiframe_3b442f4e-4c81-43fc-ab60-f9b7be4f83ef_1707238884911_157.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=29UsPFDTMawIG%2Bkhv6p13w81oXc%3D&Expires=1712774582,Order4,2,train_2,NA,train_car,car,NA,NA,NA,It is a car,NA,CAR,NA,[NA],n,n,NA,NA,NA,n,n,y,,
sienna,3b442f4e-4c81-43fc-ab60-f9b7be4f83ef,UMMJGB,630,f,12-actualTrial-1,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_bear_shoes_new.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/common_ground_bear_shoes_new.ogg,2024-02-06T17:02:31.572Z,"""guh""",https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_11-startRecordingActualTrial-1-multiframe_3b442f4e-4c81-43fc-ab60-f9b7be4f83ef_1707238948627_769.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=ktxvBIiMGurASjMVVy3vgOExyv4%3D&Expires=1712774610,Order4,3,test_trial,commonground,cg_bear,bear,put-on,shoes,room,The bear put on the shoes,commonground,PUT-ON SHOES,BEAR ROOM,[mom said what happened to the bear] [points at screen],n,n,n,n,n,n,n,y,,
sienna,3b442f4e-4c81-43fc-ab60-f9b7be4f83ef,UMMJGB,630,f,17-actualTrial-2,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_dog_cat_apple.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/agent_dog_cat_apple.ogg,2024-02-06T17:06:09.039Z,nothing,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_16-startRecordingActualTrial-2-multiframe_3b442f4e-4c81-43fc-ab60-f9b7be4f83ef_1707239166141_126.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=uyKwOdzaUPsnjcLyR5ACvpRRlw8%3D&Expires=1712774684,Order4,4,test_trial,agentpatient,ap_eat,dog,eat,apple,cat,The dog ate the apple,agent_ambig,DOG EAT,CAT APPLE,[NA],n,n,n,n,n,n,n,y,,
sienna,3b442f4e-4c81-43fc-ab60-f9b7be4f83ef,UMMJGB,630,f,22-actualTrial-3,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_bird_juice_milk.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/patient_bird_juice_milk.ogg,2024-02-06T17:09:03.787Z,nothing,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_21-startRecordingActualTrial-3-multiframe_3b442f4e-4c81-43fc-ab60-f9b7be4f83ef_1707239340765_34.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=0%2FSdIguYpwkesrehlsuRAkPvBaM%3D&Expires=1712774733,Order4,5,test_trial,agentpatient,ap_drink,bird,drink,juice,milk,The bird drank the juice,patient_ambig,DRINK JUICE,BIRD MILK,[NA],n,n,n,n,n,n,n,y,,
sienna,3b442f4e-4c81-43fc-ab60-f9b7be4f83ef,UMMJGB,630,f,27-actualTrial-4,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_duck_ball_new.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/common_ground_duck_ball_new.ogg,2024-02-06T17:12:52.301Z,uh uh,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_26-startRecordingActualTrial-4-multiframe_3b442f4e-4c81-43fc-ab60-f9b7be4f83ef_1707239569448_87.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=F0aP49%2BLQpqD7RdGL3dOjlClvew%3D&Expires=1712774793,Order4,6,test_trial,commonground,cg_duck,duck,bounce,ball,lake,The ball bounced by the lake,commonground,BALL BOUNCE,DUCK LAKE,[points at screen],n,n,n,n,n,n,n,y,,
sienna,3b442f4e-4c81-43fc-ab60-f9b7be4f83ef,UMMJGB,630,f,32-actualTrial-5,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_cat_banana_apple.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/patient_cat_banana_apple.ogg,2024-02-06T17:15:03.273Z,nothing,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_31-startRecordingActualTrial-5-multiframe_3b442f4e-4c81-43fc-ab60-f9b7be4f83ef_1707239700124_163.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=AtghMrM0V%2FEaG7%2BuhSOeG79pOqE%3D&Expires=1712774839,Order4,7,test_trial,agentpatient,ap_eat,cat,eat,banana,apple,The cat ate the banana,patient_ambig,EAT BANANA,CAT APPLE,[NA],n,n,n,n,n,n,n,n,inattentive,
sienna,3b442f4e-4c81-43fc-ab60-f9b7be4f83ef,UMMJGB,630,f,37-actualTrial-6,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_baby_bird_milk.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/agent_baby_bird_milk.ogg,2024-02-06T17:16:53.353Z,uh,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_36-startRecordingActualTrial-6-multiframe_3b442f4e-4c81-43fc-ab60-f9b7be4f83ef_1707239810311_9.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=bE0qBqRAPHonBxgtBDV0nSb8eKc%3D&Expires=1712774882,Order4,8,test_trial,agentpatient,ap_drink,baby,drink,milk,bird,The baby drank the milk,agent_ambig,BABY DRINK,BIRD MILK,[points at screen],n,n,n,n,n,n,n,y,,
sienna,84e02993-5cdf-4d6d-a6d5-bc1830d7e106,KW22YW,510,f,4-train1-1,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_bunny.png,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/mp3/training_audio.mp3,2024-02-07T19:19:25.098Z,nothing,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_3-startRecordingTrain1-1-multiframe_84e02993-5cdf-4d6d-a6d5-bc1830d7e106_1707333562723_444.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=oFXSCgNLTk9l1Cnuh3TNY1SvdE4%3D&Expires=1712774971,Order4,1,train_1,NA,train_bunny,bunny,NA,NA,NA,It is a bunny,NA,BUNNY,NA,[NA],n,n,NA,NA,NA,n,n,y,,
sienna,84e02993-5cdf-4d6d-a6d5-bc1830d7e106,KW22YW,510,f,8-train1-2,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_car_red.png,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/mp3/training_audio.mp3,2024-02-07T19:20:13.811Z,car,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_7-startRecordingTrain1-2-multiframe_84e02993-5cdf-4d6d-a6d5-bc1830d7e106_1707333611700_90.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=8Su0ATlaTmNYNMwkHTA6HGcUh9k%3D&Expires=1712775024,Order4,2,train_2,NA,train_car,car,NA,NA,NA,It is a car,NA,CAR,NA,[NA],n,n,NA,NA,NA,n,n,y,,
sienna,84e02993-5cdf-4d6d-a6d5-bc1830d7e106,KW22YW,510,f,12-actualTrial-1,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_bear_shoes_new.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/common_ground_bear_shoes_new.ogg,2024-02-07T19:21:04.028Z,bear,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_11-startRecordingActualTrial-1-multiframe_84e02993-5cdf-4d6d-a6d5-bc1830d7e106_1707333661685_123.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=7qpEwMZaSPh9P4IPvMDLJ%2F8j9Pg%3D&Expires=1712775071,Order4,3,test_trial,commonground,cg_bear,bear,put-on,shoes,room,The bear put on the shoes,commonground,PUT-ON SHOES,BEAR ROOM,BEAR,n,n,n,n,n,n,n,n,the parent was not following instructions and was describing the scene to the child,
sienna,84e02993-5cdf-4d6d-a6d5-bc1830d7e106,KW22YW,510,f,17-actualTrial-2,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_dog_cat_apple.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/agent_dog_cat_apple.ogg,2024-02-07T19:22:10.737Z,apple,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_16-startRecordingActualTrial-2-multiframe_84e02993-5cdf-4d6d-a6d5-bc1830d7e106_1707333728208_534.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=PnPLFFEUWoNCVh5cARCxKO2rYzY%3D&Expires=1712775131,Order4,4,test_trial,agentpatient,ap_eat,dog,eat,apple,cat,The dog ate the apple,agent_ambig,DOG EAT,CAT APPLE,[NA],n,n,n,n,n,n,n,n,the parent was not following instructions and was describing the scene to the child,
sienna,84e02993-5cdf-4d6d-a6d5-bc1830d7e106,KW22YW,510,f,22-actualTrial-3,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_bird_juice_milk.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/patient_bird_juice_milk.ogg,2024-02-07T19:23:09.909Z,bird,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_21-startRecordingActualTrial-3-multiframe_84e02993-5cdf-4d6d-a6d5-bc1830d7e106_1707333787548_164.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=J8CRB%2BiJqBtrhrBPdNnYjXQFC04%3D&Expires=1712775172,Order4,5,test_trial,agentpatient,ap_drink,bird,drink,juice,milk,The bird drank the juice,patient_ambig,DRINK JUICE,BIRD MILK,[NA],n,n,n,n,n,n,n,n,the parent was not following instructions and was describing the scene to the child,
sienna,84e02993-5cdf-4d6d-a6d5-bc1830d7e106,KW22YW,510,f,27-actualTrial-4,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_duck_ball_new.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/common_ground_duck_ball_new.ogg,2024-02-07T19:24:11.946Z,nothing,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_26-startRecordingActualTrial-4-multiframe_84e02993-5cdf-4d6d-a6d5-bc1830d7e106_1707333849622_557.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=xQZOqD5SUkPIlW2GnP9%2BVFHB%2FfM%3D&Expires=1712775213,Order4,6,test_trial,commonground,cg_duck,duck,bounce,ball,lake,The ball bounced by the lake,commonground,BALL BOUNCE,DUCK LAKE,[NA],n,n,n,n,n,n,n,n,the parent was not following instructions and was describing the scene to the child,
sienna,84e02993-5cdf-4d6d-a6d5-bc1830d7e106,KW22YW,510,f,32-actualTrial-5,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_cat_banana_apple.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/patient_cat_banana_apple.ogg,2024-02-07T19:25:12.178Z,cat banana,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_31-startRecordingActualTrial-5-multiframe_84e02993-5cdf-4d6d-a6d5-bc1830d7e106_1707333909374_259.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=NYR92LbFpbzI9cnmtE%2FQ3%2B9Qz5w%3D&Expires=1712775248,Order4,7,test_trial,agentpatient,ap_eat,cat,eat,banana,apple,The cat ate the banana,patient_ambig,EAT BANANA,CAT APPLE,[NA],n,n,n,n,n,n,n,n,the parent was not following instructions and was describing the scene to the child,
sienna,84e02993-5cdf-4d6d-a6d5-bc1830d7e106,KW22YW,510,f,37-actualTrial-6,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_baby_bird_milk.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/agent_baby_bird_milk.ogg,2024-02-07T19:26:15.065Z,nothing,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_36-startRecordingActualTrial-6-multiframe_84e02993-5cdf-4d6d-a6d5-bc1830d7e106_1707333972744_913.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=xyVRKS0s95owaTbQWRfvk7eN0zw%3D&Expires=1712775292,Order4,8,test_trial,agentpatient,ap_drink,baby,drink,milk,bird,The baby drank the milk,agent_ambig,BABY DRINK,BIRD MILK,[NA],n,n,n,n,n,n,n,n,the parent was not following instructions and was describing the scene to the child,
sienna,bbfe4b79-4a77-46d0-8d94-fb1b9e477df8,GcXPLX,600,f,4-train1-1,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_bunny.png,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/mp3/training_audio.mp3,2024-02-10T13:21:44.789Z,bunny,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_3-startRecordingTrain1-1-multiframe_bbfe4b79-4a77-46d0-8d94-fb1b9e477df8_1707571300432_5.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=Fj9X5mOlWVt6bFtYzDeLj2kW91A%3D&Expires=1712775433,Order4,1,train_1,NA,train_bunny,bunny,NA,NA,NA,It is a bunny,NA,BUNNY,NA,[glitchy video],n,n,NA,NA,NA,n,n,n,glitchy video,
sienna,bbfe4b79-4a77-46d0-8d94-fb1b9e477df8,GcXPLX,600,f,8-train1-2,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_car_red.png,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/mp3/training_audio.mp3,2024-02-10T13:22:10.774Z,"car (""tah"")",https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_7-startRecordingTrain1-2-multiframe_bbfe4b79-4a77-46d0-8d94-fb1b9e477df8_1707571326816_349.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=2Eow%2FG9TPXTKctupkjsZADG2w7I%3D&Expires=1712775454,Order4,2,train_2,NA,train_car,car,NA,NA,NA,It is a car,NA,CAR,NA,[glitchy video],n,n,NA,NA,NA,n,n,n,glitchy video,
sienna,bbfe4b79-4a77-46d0-8d94-fb1b9e477df8,GcXPLX,600,f,12-actualTrial-1,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_bear_shoes_new.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/common_ground_bear_shoes_new.ogg,2024-02-10T13:22:34.956Z,happened. see that.,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_11-startRecordingActualTrial-1-multiframe_bbfe4b79-4a77-46d0-8d94-fb1b9e477df8_1707571350592_773.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=qM0MPCY23H%2BE49cq2B600N%2BodLQ%3D&Expires=1712775465,Order4,3,test_trial,commonground,cg_bear,bear,put-on,shoes,room,The bear put on the shoes,commonground,PUT-ON SHOES,BEAR ROOM,[glitchy video],n,n,n,n,n,n,n,n,glitchy video,
sienna,bbfe4b79-4a77-46d0-8d94-fb1b9e477df8,GcXPLX,600,f,17-actualTrial-2,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_dog_cat_apple.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/agent_dog_cat_apple.ogg,2024-02-10T13:24:38.374Z,see,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_16-startRecordingActualTrial-2-multiframe_bbfe4b79-4a77-46d0-8d94-fb1b9e477df8_1707571471390_186.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=s2vGmU4Z1HX3NQfImprmRYIruu8%3D&Expires=1712775473,Order4,4,test_trial,agentpatient,ap_eat,dog,eat,apple,cat,The dog ate the apple,agent_ambig,DOG EAT,CAT APPLE,[glitchy video],n,n,n,n,n,n,n,n,glitchy video,
sienna,bbfe4b79-4a77-46d0-8d94-fb1b9e477df8,GcXPLX,600,f,22-actualTrial-3,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_bird_juice_milk.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/patient_bird_juice_milk.ogg,2024-02-10T13:26:29.562Z,happened. no! see. seem?,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_26-startRecordingActualTrial-4-multiframe_bbfe4b79-4a77-46d0-8d94-fb1b9e477df8_1707571695336_440.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=fqpaL0%2B6pik8SsI77x0vD%2FMVQ6M%3D&Expires=1712775497,Order4,5,test_trial,agentpatient,ap_drink,bird,drink,juice,milk,The bird drank the juice,patient_ambig,DRINK JUICE,BIRD MILK,[glitchy video],n,n,n,n,n,n,n,n,glitchy video,
